Battle Date,Time remaining,,,Result,Stars,Star Gain,XP,,Result,Stars,Star Gain
10/19/2015,1:19,5,bbbbbb,100%,3,3,4,8,Defeat,,
10/19/2015,1:26,12,Max Jaxer,100%,3,2,0,13,Defeat,,
10/19/2015,1:34,2,dddddd,100%,3,3,4,7,Defeat,,
10/19/2015,2:00,6,Mary Grace,100%,3,2,0,9,Defeat,,
10/19/2015,3:33,15,mouse,Defeat,,,,8,70%,1,1
10/19/2015,4:03,18,#2R8UOGY9G,Defended,,,,18,37%,0,0
10/19/2015,4:33,1,Magna,100%,3,2,0,4,Defeat,,
10/19/2015,5:30,13,Squirrel Nut Z.,Defeat,,,,2,100%,3,3
10/19/2015,6:23,1,Magna,59%,2,2,5,3,Defeat,,
10/19/2015,10:03,12,Max Jaxer,Defeat,,,,1,100%,3,3
10/19/2015,10:27,7,Alabaster,55%,1,1,4,10,Defeat,,
10/19/2015,11:15,17,aikho,Defended,,,,19,17%,0,0
10/19/2015,11:30,7,Alabaster,Defeat,,,,6,100%,3,2
10/19/2015,11:48,19,jjboss2,Defeat,,,,10,100%,3,3
10/19/2015,11:55,10,ayu,Defeat,,,,3,100%,3,3
10/19/2015,12:04,18,#2R8UOGY9G,76%,1,0,0,20,Defeat,,
10/19/2015,12:10,18,#2R8UOGY9G,100%,3,2,0,19,Defeat,,
10/19/2015,12:21,8,kewal,23%,0,0,0,13,Defended,,
10/19/2015,12:49,18,#2R8UOGY9G,Defeat,,,,10,100%,3,3
10/19/2015,12:51,20,syTan,Defeat,,,,18,100%,3,0
10/19/2015,13:11,19,jjboss2,Defended,,,,14,20%,0,0
10/19/2015,13:16,8,kewal,52%,1,1,4,9,Defeat,,
10/19/2015,14:00,4,JJ BOSS,Defeat,,,,4,54%,2,2
10/19/2015,14:11,11,Ragnarok,56%,2,2,4,11,Defeat,,
10/19/2015,14:39,7,Alabaster,Defeat,,,,4,67%,1,1
10/19/2015,14:51,11,Ragnarok,Defeat,,,,7,100%,3,3
10/19/2015,14:55,9,nooberz,100%,3,3,4,12,Defeat,,
10/19/2015,14:56,5,bbbbbb,Defeat,,,,3,100%,3,3
10/19/2015,15:01,11,Ragnarok,23%,0,0,0,12,Defended,,
10/19/2015,15:21,17,aikho,16%,0,0,0,17,Defended,,
10/19/2015,17:04,17,aikho,28%,0,0,0,12,Defended,,
10/19/2015,17:33,4,JJ BOSS,60%,1,1,5,4,Defeat,,
10/19/2015,18:04,13,Squirrel Nut Z.,100%,3,3,4,15,Defeat,,
10/19/2015,19:12,11,Ragnarok,Defended,,,,14,41%,0,0
10/19/2015,20:22,19,jjboss2,100%,3,3,3,20,Defeat,,
10/19/2015,20:36,10,ayu,69%,2,2,4,14,Defeat,,
10/19/2015,20:46,9,nooberz,Defeat,,,,8,70%,2,2
10/19/2015,21:06,6,Mary Grace,30%,0,0,0,8,Defended,,
10/19/2015,21:31,18,#2R8UOGY9G,Defended,,,,13,34%,0,0
10/19/2015,21:33,20,syTan,Defeat,,,,12,82%,2,0
10/19/2015,21:42,8,kewal,Defeat,,,,6,100%,3,3
10/19/2015,22:13,10,ayu,63%,1,1,4,13,Defeat,,
10/19/2015,22:26,16,Thor Monster,100%,3,3,3,16,Defeat,,
10/19/2015,22:37,4,JJ BOSS,100%,3,3,5,5,Defeat,,
10/19/2015,22:40,19,jjboss2,46%,1,1,3,19,Defeat,,
10/19/2015,22:41,14,Monstrosity,100%,3,3,3,18,Defeat,,
10/19/2015,22:42,2,dddddd,Defeat,,,,1,78%,2,2
10/19/2015,22:50,20,syTan,Defeat,,,,11,100%,3,3
10/19/2015,22:52,15,mouse,100%,3,3,3,17,Defeat,,
10/19/2015,23:04,19,jjboss2,Defended,,,,11,4%,0,0
10/19/2015,23:11,19,jjboss2,Defended,,,,13,31%,0,0
10/19/2015,23:40,6,Mary Grace,Defeat,,,,2,100%,3,3
10/19/2015,23:52,14,Monstrosity,Defeat,,,,7,100%,3,3
10/19/2015,23:56,3,Go Nudi,100%,3,3,4,6,Defeat,,
10/22/2015,0:18,8,Kewal,6%,0,0,0,12,Defended,,
10/22/2015,0:37,7,Alabaster,100%,3,2,0,11,Defeat,,
10/22/2015,0:46,3,Go Nudi,42%,0,0,0,1,Defended,,
10/22/2015,1:22,5,bbbbbb,44%,1,0,0,4,Defeat,,
10/22/2015,1:40,8,Kewal,Defeat,,,,2,100%,3,3
10/22/2015,1:40,7,Alabaster,100%,3,2,0,10,Defeat,,
10/22/2015,1:48,10,Ragnarok,5%,1,0,0,4,Defeat,,
10/22/2015,1:51,2,dddddd,48%,0,0,0,1,Defended,,
10/22/2015,3:51,1,Magna,67%,2,2,5,2,Defeat,,
10/22/2015,5:21,3,Go Nudi,100%,3,3,5,5,Defeat,,
10/22/2015,6:31,19,jjboss2,0%,0,0,0,6,Defended,,
10/22/2015,6:35,8,Kewal,100%,3,3,4,9,Defeat,,
10/22/2015,8:27,2,dddddd,100%,3,3,5,4,Defeat,,
10/22/2015,8:28,17,aikho,Defeat,,,,10,47%,1,0
10/22/2015,8:33,12,Max Jaxer,75%,1,1,4,10,Defeat,,
10/22/2015,8:40,5,bbbbbb,100%,3,2,0,6,Defeat,,
10/22/2015,9:20,18,#2R8UOGY9G,Defeat,,,,10,100%,3,2
10/22/2015,9:48,8,Kewal,Defended,,,,6,0%,0,0
10/22/2015,9:53,13,Mouse,60%,2,1,0,12,Defeat,,
10/22/2015,9:56,14,Squirrel Nut Z.,79%,1,1,4,11,Defeat,,
10/22/2015,5:59,17,aikho,Defeat,,,,9,41%,1,0
10/22/2015,10:06,6,Mary Grace,100%,3,3,4,7,Defeat,,
10/22/2015,10:23,7,Alabaster,Defeat,,,,4,87%,1,1
10/22/2015,10:32,17,aikho,Defended,,,,13,22%,0,0
10/22/2015,10:44,15,Monstrosity,100%,3,3,3,19,Defeat,,
10/22/2015,11:19,5,bbbbbb,Defeat,,,,4,100%,3,2
10/22/2015,11:28,9,nooberz,Defeat,,,,6,90%,2,2
10/22/2015,11:55,18,#2R8UOGY9G,Defeat,,,,15,91%,1,0
10/22/2015,12:04,2,dddddd,Defeat,,,,1,100%,3,3
10/22/2015,12:09,19,jjboss2,Defeat,,,,12,93%,2,0
10/22/2015,13:14,11,ayu,Defeat,,,,7,90%,1,1
10/22/2015,13:33,18,#2R8UOGY9G,Defeat,,,,12,76%,1,0
10/22/2015,13:33,17,aikho,14%,0,0,0,11,Defended,,
10/22/2015,13:51,18,#2R8UOGY9G,Defeat,,,,13,82%,1,0
10/22/2015,13:55,17,aikho,Defended,,,,15,16%,0,0
10/22/2015,14:22,11,ayu,17%,0,0,0,11,Defended,,
10/22/2015,15:16,11,ayu,47%,0,0,0,19,Defended,,
10/22/2015,16:08,16,Thor Monster,Defended,,,,19,3%,0,0
10/22/2015,17:38,10,Ragnarok,100%,3,3,4,13,Defeat,,
10/22/2015,19:34,11,ayu,Defended,,,,8,19%,0,0
10/22/2015,19:43,11,ayu,Defended,,,,14,44%,0,0
10/22/2015,19:43,16,Thor Monster,60%,1,1,4,12,Defeat,,
10/22/2015,19:50,19,jjboss2,100%,3,3,3,20,Defeat,,
10/22/2015,20:05,14,Squirrel Nut Z.,100%,3,3,4,14,Defeat,,
10/22/2015,20:18,12,Max Jaxer,100%,3,3,4,15,Defeat,,
10/22/2015,10:24,13,Mouse,100%,3,3,3,16,Defeat,,
10/22/2015,20:38,17,aikho,12%,0,0,0,19,Defended,,
10/22/2015,20:39,1,Magna,100%,3,3,5,3,Defeat,,
10/22/2015,20:46,3,Go Nudi,Defeat,,,,2,73%,2,2
10/22/2015,21:11,6,Mary Grace,Defeat,,,,3,100%,3,3
10/22/2015,21:19,16,Thor Monster,Defended,,,,8,39%,0,0
10/22/2015,21:25,20,JcCluckin,4%,0,0,0,19,Defended,,
10/22/2015,21:26,6,Mary Grace,100%,3,3,4,8,Defeat,,
10/22/2015,21:26,20,JcCluckin,0%,0,0,0,20,Defended,,
10/22/2015,21:31,17,aikho,Defeat,,,,17,60%,1,1
10/22/2015,21:57,4,Makara,8%,1,1,4,6,Defeat,,
10/22/2015,22:08,5,bbbbbb,Defeat,,,,5,55%,1,1
10/22/2015,22:23,16,Thor Monster,100%,3,3,3,17,Defeat,,
10/22/2015,22:28,15,Monstrosity,100%,3,3,3,18,Defeat,,
10/22/2015,22:47,17,aikho,Defended,,,,11,16%,0,0
10/22/2015,23:27,18,#2R8UOGY9G,Defeat,,,,9,70%,1,1
10/22/2015,23:43,19,jjboss2,Defeat,,,,16,100%,3,3
10/22/2015,23:44,18,#2R8UOGY9G,Defended,,,,14,37%,0,0
10/22/2015,23:51,4,Makara,15%,0,0,0,5,Defended,,
10/22/2015,23:51,4,Makara,Defeat,,,,5,100%,3,3
10/22/2015,23:53,18,#2R8UOGY9G,Defended,,,,11,49%,0,0
10/22/2015,23:56,18,#2R8UOGY9G,Defended,,,,17,22%,0,0
10/22/2015,23:58,20,JcCluckin,Defeat,,,,16,100%,3,3
10/26/2015,0:01,4,Go Nudi,79%,1,0,0,4,Defeat,,
10/26/2015,0:02,5,JJ BOSS,100%,3,2,0,10,Defeat,,
10/26/2015,0:02,10,Alabaster,100%,3,1,0,16,Defeat,,
10/26/2015,0:13,21,jjboss2,9%,0,0,0,10,Defended,,
10/26/2015,0:22,19,Thor Monster,Defeat,,,,13,84%,2,0
10/26/2015,0:45,7,Makara,43%,0,0,0,10,Defended,,
10/26/2015,1:02,1,Magna,100%,3,2,0,3,Defeat,,
10/26/2015,1:26,20,aikho,Defeat,,,,14,57%,1,0
10/26/2015,1:29,21,jjboss2,Defended,,,,21,24%,0,0
10/26/2015,2:00,4,Go Nudi,100%,3,2,0,8,Defeat,,
10/26/2015,2:00,22,stormygirlcat,Defended,,,,21,28%,0,0
10/26/2015,2:12,3,dddddd,91%,1,1,5,4,Defeat,,
10/26/2015,2:14,11,Kewal,Defeat,,,,8,100%,3,1
10/26/2015,2:20,3,dddddd,Defeat,,,,4,86%,2,2
10/26/2015,2:31,12,Ragnarok,Defeat,,,,5,100%,3,2
10/26/2015,3:08,25,Da Boss,62%,1,0,0,25,Defeat,,
10/26/2015,3:18,15,Max Jaxer,Defeat,,,,13,74%,2,2
10/26/2015,3:35,3,dddddd,Defended,,,,8,40%,0,0
10/26/2015,3:41,2,john colombia,100%,3,3,4,7,Defeat,,
10/26/2015,3:41,24,syTan,Defeat,,,,23,100%,3,0
10/26/2015,4:06,6,Sushant Bhagat,Defeat,,,,3,84%,2,1
10/26/2015,5:55,12,Ragnarok,35%,0,0,0,7,Defended,,
10/26/2015,7:00,10,Alabaster,62%,1,0,0,10,Defeat,,
10/26/2015,7:04,2,john colombia,57%,1,0,0,3,Defeat,,
10/26/2015,7:18,1,Magna,100%,3,3,5,2,Defeat,,
10/26/2015,8:30,6,Sushant Bhagat,100%,3,3,4,9,Defeat,,
10/26/2015,9:16,5,JJ BOSS,100%,3,3,4,6,Defeat,,
10/26/2015,9:32,10,Alabaster,Defeat,,,,6,100%,3,3
10/26/2015,9:45,1,Magna,Defeat,,,,1,68%,2,2
10/26/2015,9:48,14,ayu,Defeat,,,,12,100%,3,3
10/26/2015,10:19,6,Sushant Bhagat,61%,1,1,5,3,Defeat,,
10/26/2015,11:01,9,Mary Grace,Defeat,,,,7,100%,3,3
10/26/2015,11:18,11,Kewal,Defeat,,,,11,95%,2,2
10/26/2015,11:23,3,dddddd,90%,2,2,5,5,Defeat,,
10/26/2015,11:28,22,stormygirlcat,Defeat,,,,18,100%,3,3
10/26/2015,11:39,15,Max Jaxer,100%,3,1,0,19,Defeat,,
10/26/2015,11:43,8,bbbbbb,100%,3,3,4,12,Defeat,,
10/26/2015,12:32,2,john colombia,Defeat,,,,1,100%,3,3
10/26/2015,12:53,18,Mouse,92%,2,2,4,15,Defeat,,
10/26/2015,13:14,11,Kewal,100%,3,1,0,24,Defeat,,
10/26/2015,13:44,12,Ragnarok,100%,3,3,4,14,Defeat,,
10/26/2015,13:52,19,Thor Monster,Defeat,,,,17,73%,1,0
10/26/2015,13:53,20,aikho,20%,0,0,0,14,Defended,,
10/26/2015,14:03,17,Monstrosity,Defeat,,,,15,89%,2,2
10/26/2015,14:27,24,syTan,Defeat,,,,20,100%,3,3
10/26/2015,14:44,11,Kewal,90%,2,2,4,13,Defeat,,
10/26/2015,15:22,25,Da Boss,Defeat,,,,20,100%,3,3
10/26/2015,15:41,9,Mary Grace,54%,1,1,4,10,Defeat,,
10/26/2015,16:27,16,Squirrel Nut Z.,63%,2,2,3,16,Defeat,,
10/26/2015,16:38,25,Da Boss,Defended,,,,22,40%,0,0
10/26/2015,16:53,8,bbbbbb,Defeat,,,,7,100%,3,3
10/26/2015,16:56,8,bbbbbb,100%,3,3,4,11,Defeat,,
10/26/2015,17:00,17,Monstrosity,100%,3,2,0,17,Defeat,,
10/26/2015,17:05,15,Max Jaxer,100%,3,2,0,18,Defeat,,
10/26/2015,17:18,19,Thor Monster,70%,1,1,3,17,Defeat,,
10/26/2015,17:23,7,Makara,Defeat,,,,6,100%,3,3
10/26/2015,17:26,16,Squirrel Nut Z.,84%,2,2,4,19,Defeat,,
10/26/2015,17:32,21,jjboss2,Defeat,,,,19,100%,3,3
10/26/2015,17:52,18,Mouse,100%,3,2,0,23,Defeat,,
10/26/2015,18:00,20,aikho,12%,0,0,0,19,Defended,,
10/26/2015,18:01,19,Thor Monster,100%,3,3,3,21,Defeat,,
10/26/2015,18:02,9,Mary Grace,78%,1,1,4,8,Defeat,,
10/26/2015,18:09,13,nooberz,59%,1,1,3,18,Defeat,,
10/26/2015,18:15,6,Sushant Bhagat,Defeat,,,,5,77%,1,1
10/26/2015,19:31,13,nooberz,46%,0,0,0,16,Defended,,
10/26/2015,19:31,17,Monstrosity,100%,3,1,0,20,Defeat,,
10/26/2015,21:15,18,Mouse,Defeat,,,,17,100%,3,1
10/26/2015,21:24,14,ayu,72%,2,2,3,20,Defeat,,
10/26/2015,21:32,22,stormygirlcat,100%,3,3,3,25,Defeat,,
10/26/2015,21:49,16,Squirrel Nut Z.,Defeat,,,,15,98%,2,2
10/26/2015,21:51,14,ayu,83%,1,1,3,23,Defeat,,
10/26/2015,21:53,13,nooberz,Defeat,,,,12,83%,2,2
10/26/2015,21:57,5,JJ BOSS,Defeat,,,,4,100%,3,3
10/26/2015,22:04,20,aikho,Defeat,,,,19,100%,3,3
10/26/2015,22:11,22,stormygirlcat,69%,2,2,3,24,Defeat,,
10/26/2015,22:49,23,JcCluckin,Defeat,,,,23,100%,3,3
10/26/2015,23:11,4,Go Nudi,Defeat,,,,3,70%,2,2
10/26/2015,23:25,23,JcCluckin,100%,3,3,3,22,Defeat,,
10/26/2015,23:39,23,JcCluckin,4%,0,0,0,23,Defended,,
10/26/2015,23:43,12,Ragnarok,Defeat,,,,11,91%,1,1
10/26/2015,23:53,19,Thor Monster,Defeat,,,,18,89%,2,2
10/29/2015,0:03,2,dddddd,55%,2,0,0,4,Defeat,,
10/29/2015,0:05,9,Alabaster,100%,3,2,0,14,Defeat,,
10/29/2015,0:11,3,Go Nudi,100%,3,2,0,12,Defeat,,
10/29/2015,0:35,19,Thor Monster,Defeat,,,,16,56%,1,1
10/29/2015,0:41,1,Magna,Defended,,,,1,47%,0,0
10/29/2015,0:46,14,Max Jaxer,69%,1,1,0,16,Defeat,,
10/29/2015,0:54,1,Magna,56%,1,1,5,2,Defeat,,
10/29/2015,1:01,20,aikho,8%,0,0,0,16,Defended,,
10/29/2015,1:12,12,Ragnarok,24%,0,0,0,16,Defended,,
10/29/2015,1:19,9,Alabaster,100%,3,3,4,15,Defeat,,
10/29/2015,1:56,3,Go Nudi,100%,3,3,4,13,Defeat,,
10/29/2015,1:59,21,jjboss2,100%,3,3,3,24,Defeat,,
10/29/2015,2:25,19,Thor Monster,Defended,,,,13,25%,0,0
10/29/2015,5:05,1,Magna,100%,3,3,5,3,Defeat,,
10/29/2015,8:20,5,Sushant Bhagat,100%,3,3,4,9,Defeat,,
10/29/2015,8:23,10,Kewal,59%,1,1,4,12,Defeat,,
10/29/2015,8:23,7,bbbbbb,100%,3,3,4,7,Defeat,,
10/29/2015,8:30,2,dddddd,100%,3,2,0,5,Defeat,,
10/29/2015,8:49,4,JJ BOSS,100%,3,3,4,6,Defeat,,
10/29/2015,8:51,17,Monstrosity,32%,1,0,0,16,Defeat,,
10/29/2015,8:58,19,Thor Monster,100%,3,3,3,23,Defeat,,
10/29/2015,9:11,10,Kewal,Defeat,,,,6,100%,3,2
10/29/2015,9:17,18,Mouse,Defended,,,,19,3%,0,0
10/29/2015,9:20,16,Squirrel Nut Z.,52%,1,1,3,16,Defeat,,
10/29/2015,9:31,7,bbbbbb,Defeat,,,,4,100%,3,3
10/29/2015,10:31,7,bbbbbb,100%,3,3,4,10,Defeat,,
10/29/2015,10:46,8,Mary Grace,100%,3,3,4,11,Defeat,,
10/29/2015,10:47,20,aikho,Defeat,,,,16,100%,3,3
10/29/2015,11:09,14,Max Jaxer,Defeat,,,,11,100%,3,3
10/29/2015,11:09,5,Sushant Bhagat,61%,2,2,5,4,Defeat,,
10/29/2015,11:35,12,Ragnarok,30%,0,0,0,15,Defended,,
10/29/2015,11:45,10,Kewal,Defeat,,,,8,52%,1,1
10/29/2015,12:16,10,Kewal,75%,1,1,4,14,Defeat,,
10/29/2015,12:54,9,Alabaster,Defeat,,,,7,82%,1,1
10/29/2015,12:58,13,nooberz,Defeat,,,,10,100%,3,3
10/29/2015,13:29,8,Mary Grace,Defeat,,,,7,45%,1,1
10/29/2015,12:33,6,Makara,Defeat,,,,6,100%,3,3
10/29/2015,13:57,18,Mouse,100%,3,2,0,18,Defeat,,
10/29/2015,14:38,13,nooberz,Defended,,,,17,43%,0,0
10/29/2015,14:46,19,Thor Monster,59%,1,1,3,18,Defeat,,
10/29/2015,14:50,8,Mary Grace,79%,2,2,4,8,Defeat,,
10/29/2015,14:54,14,Max Jaxer,100%,3,3,3,17,Defeat,,
10/29/2015,15:24,17,Monstrosity,100%,3,3,3,20,Defeat,,
10/29/2015,15:32,18,Mouse,100%,3,3,3,21,Defeat,,
10/29/2015,15:34,20,aikho,Defended,,,,17,47%,0,0
10/29/2015,15:42,16,Squirrel Nut Z.,100%,3,2,0,19,Defeat,,
10/29/2015,16:07,2,dddddd,Defeat,,,,1,81%,1,0
10/29/2015,16:18,13,nooberz,Defended,,,,13,25%,0,0
10/29/2015,16:42,4,JJ BOSS,Defeat,,,,3,100%,3,3
10/29/2015,18:02,13,nooberz,26%,0,0,0,20,Defended,,
10/29/2015,18:28,2,dddddd,Defeat,,,,3,50%,1,1
10/29/2015,18:54,3,Go Nudi,Defeat,,,,4,84%,1,1
10/29/2015,19:05,17,monstrosity,Defeat,,,,12,100%,3,3
10/29/2015,19:20,23,JcCluckin,Defeat,,,,24,100%,3,3
10/29/2015,19:30,12,Ragnarok,Defeat,,,,10,79%,1,1
10/29/2015,19:41,4,JJ BOSS,70%,2,2,5,5,Defeat,,
10/29/2015,20:27,6,Makara,Defended,,,,5,6%,0,0
10/29/2015,21:34,22,stormygirlcat,29%,0,0,0,24,Defended,,
10/29/2015,21:45,5,Sushant Bhagat,Defeat,,,,5,71%,2,2
10/29/2015,21:45,24,syTan,Defeat,,,,25,100%,3,3
10/29/2015,21:51,15,ayu,35%,0,0,0,23,Defended,,
10/29/2015,22:02,21,jjboss2,Defeat,,,,21,100%,3,3
10/29/2015,22:08,13,nooberz,62%,1,1,3,19,Defeat,,
10/29/2015,22:15,25,Da Boss,Defeat,,,,25,100%,3,3
10/29/2015,22:27,21,jjboss2,4%,0,0,0,23,Defended,,
10/29/2015,22:44,22,stormygirlcat,Defeat,,,,21,100%,3,3
10/29/2015,22:47,15,ayu,100%,3,3,3,22,Defeat,,
10/29/2015,22:55,23,JcCluckin,7%,0,0,0,23,Defended,,
10/29/2015,23:06,15,ayu,Defeat,,,,12,100%,3,3
10/29/2015,23:13,23,JcCluckin,8%,0,0,0,24,Defended,,
10/29/2015,23:17,11,swagness 5,Defeat,,,,11,100%,3,3
10/29/2015,23:21,11,swagness 5,100%,3,3,3,25,Defeat,,
10/29/2015,23:36,11,swagness 5,35%,0,0,0,16,Defended,,
11/2/2015,0:17,2,Magna,100%,3,3,4,11,Defeat,,
11/2/2015,0:32,5,JJ BOSS,Defended,,,,6,27%,0,0
11/2/2015,1:18,11,Mary Grace,100%,3,2,0,16,Defeat,,
11/2/2015,1:58,4,Go Nudi,100%,3,2,0,8,Defeat,,
11/2/2015,2:47,5,JJ BOSS,54%,1,1,5,1,Defeat,,
11/2/2015,4:02,22,Mouse,Defeat,,,,19,59%,1,1
11/2/2015,4:57,24,Javier,Defeat,,,,14,95%,2,2
11/2/2015,5:05,2,Magna,74%,2,1,0,3,Defeat,,
11/2/2015,5:21,30,K.C MKHALA,0%,0,0,0,29,Defended,,
11/2/2015,5:22,12,Alabaster,100%,3,1,0,18,Defeat,,
11/2/2015,5:33,25,aikho,Defended,,,,14,44%,0,0
11/2/2015,5:39,3,dddddd,100%,3,3,5,5,Defeat,,
11/2/2015,6:40,27,stormygirlcat,Defeat,,,,22,46%,1,1
11/2/2015,6:51,16,Ragnarok,58%,1,1,3,16,Defeat,,
11/2/2015,6:55,16,Ragnarok,Defeat,,,,13,93%,1,1
11/2/2015,7:27,6,Sushant Bhagat,Defeat,,,,4,59%,1,1
11/2/2015,7:32,8,F'lar,57%,1,1,4,13,Defeat,,
11/2/2015,8:03,5,JJ BOSS,51%,1,1,4,8,Defeat,,
11/2/2015,8:05,9,bbbbbb,100%,3,3,4,9,Defeat,,
11/2/2015,8:09,18,nooberz,Defeat,,,,7,100%,3,3
11/2/2015,8:20,17,Max Jaxer,100%,3,3,3,17,Defeat,,
11/2/2015,8:28,2,Magna,Defeat,,,,3,54%,1,1
11/2/2015,8:31,3,dddddd,100%,3,3,4,6,Defeat,,
11/2/2015,8:46,25,aikho,Defended,,,,24,32%,0,0
11/2/2015,8:50,24,Javier,Defended,,,,28,38%,0,0
11/2/2015,8:56,12,Alabaster,48%,0,0,0,16,Defended,,
11/2/2015,8:58,21,Monstrosity,100%,3,2,0,29,Defeat,,
11/2/2015,9:00,27,stormygirlcat,Defended,,,,28,0%,0,0
11/2/2015,9:14,23,Thor Monster,100%,3,3,2,28,Defeat,,
11/2/2015,9:21,1,* SPARKS *,49%,0,0,0,1,Defended,,
11/2/2015,9:27,27,stormygirlcat,Defended,,,,24,46%,0,0
11/2/2015,9:48,28,Pixel_Jason,Defeat,,,,29,100%,3,0
11/2/2015,10:18,9,bbbbbb,100%,3,3,4,12,Defeat,,
11/2/2015,10:29,13,Kewal,100%,3,0,0,22,Defeat,,
11/2/2015,10:35,22,Mouse,100%,3,3,2,27,Defeat,,
11/2/2015,10:40,6,Sushant Bhagat,100%,3,3,4,7,Defeat,,
11/2/2015,11:38,11,Mary Grace,Defeat,,,,10,91%,2,2
11/2/2015,11:45,1,* SPARKS *,61%,1,1,5,3,Defeat,,
11/2/2015,11:51,16,Ragnarok,80%,2,2,3,18,Defeat,,
11/2/2015,11:52,20,Squirrel Nut Z.,57%,2,2,3,19,Defeat,,
11/2/2015,12:01,7,Solarium,Defeat,,,,4,100%,3,3
11/2/2015,12:18,26,jjboss2,Defeat,,,,22,73%,2,2
