Battle Date,Time remaining,,,Result,Stars,Star Gain,XP,,Result,Stars,Star Gain
11/2/2015,12:34,14,swagness 5,Defeat,,,,11,100%,3,3
11/2/2015,12:42,28,Pixel_Jason,Defeat,,,,9,100%,3,3
11/2/2015,12:50,24,Javier,Defended,,,,18,6%,0,0
11/2/2015,13:31,22,Mouse,Defended,,,,18,23%,0,0
11/2/2015,13:46,11,Mary Grace,100%,3,3,4,15,Defeat,,
11/2/2015,13:48,6,Sushant Bhagat,97%,2,2,5,4,Defeat,,
11/2/2015,15:53,26,jjboss2,Defended,,,,25,0%,0,0
11/2/2015,17:37,15,BHAGAT,100%,3,0,0,24,Defeat,,
11/2/2015,19:31,15,BHAGAT,49%,0,0,0,19,Defended,,
11/2/2015,19:33,29,JcCluckin,Defeat,,,,26,100%,3,3
11/2/2015,19:40,23,Thor Monster,Defeat,,,,20,50%,1,1
11/2/2015,19:55,12,Alabaster,Defeat,,,,11,70%,1,1
11/2/2015,20:11,9,bbbbbb,Defeat,,,,9,100%,3,3
11/2/2015,20:13,14,swagness 5,21%,0,0,0,19,Defended,,
11/2/2015,20:19,18,nooberz,100%,3,3,3,22,Defeat,,
11/2/2015,20:26,30,K.C MKHALA,Defeat,,,,26,100%,3,3
11/2/2015,20:34,21,Monstrosity,Defeat,,,,20,87%,2,2
11/2/2015,20:50,14,swagness 5,52%,1,1,0,14,Defeat,,
11/2/2015,21:17,27,stormygirlcat,54%,1,1,0,29,Defeat,,
11/2/2015,12:36,13,Kewal,96%,2,2,4,14,Defeat,,
11/2/2015,21:56,15,Bhagat,Defeat,,,,7,98%,2,2
11/2/2015,22:03,17,Max Jaxer,100%,3,3,3,20,Defeat,,
11/2/2015,22:18,20,Squirrel Nut Z.,100%,3,3,3,23,Defeat,,
11/2/2015,22:25,22,Mouse,100%,3,3,3,25,Defeat,,
11/2/2015,22:32,21,Monstrosity,100%,3,3,3,24,Defeat,,
11/2/2015,22:54,28,Pixel_Jason,12%,0,0,0,27,Defended,,
11/2/2015,23:14,18,nooberz,100%,3,3,3,21,Defeat,,
11/2/2015,23:16,10,pat,Defeat,,,,6,53%,1,0
11/2/2015,23:22,28,Pixel_Jason,50%,1,1,2,29,Defeat,,
11/2/2015,23:23,28,stormygirlcat,100%,3,3,2,30,Defeat,,
11/2/2015,23:24,23,Thor Monster,100%,3,3,2,26,Defeat,,
11/2/2015,23:24,8,F'lar,Defeat,,,,10,82%,2,2
11/2/2015,23:44,8,F'lar,33%,0,0,0,11,Defended,,
11/2/2015,23:47,13,Kewal,Defeat,,,,13,96%,2,2
11/2/2015,23:55,19,ayu,Defeat,,,,19,60%,2,2
11/5/2015,0:14,12,Ragnarok,Defended,,,,14,10%,0,0
11/5/2015,0:25,3,Go Nudi,43%,1,1,5,1,Defeat,,
11/5/2015,0:27,2,dddddd,84%,2,1,0,3,Defeat,,
11/5/2015,2:08,5,Sushant Bhagat,100%,3,3,4,8,Defeat,,
11/5/2015,2:19,9,Kewal,100%,3,0,0,21,Defeat,,
11/5/2015,2:38,8,Alabaster,25%,0,0,0,8,Defended,,
11/5/2015,2:53,3,Go Nudi,51%,1,1,5,3,Defeat,,
11/5/2015,7:55,6,bbbbbb,100%,3,3,4,7,Defeat,,
11/5/2015,8:24,8,Alabaster,Defeat,,,,6,55%,1,0
11/5/2015,8:36,1,Magna,Defeat,,,,1,50%,1,1
11/5/2015,8:42,19,Mouse,Defeat,,,,11,100%,3,3
11/5/2015,8:52,17,Monstrosity,Defeat,,,,7,100%,3,3
11/5/2015,9:03,16,Squirrel Nut Z.,Defeat,,,,4,100%,3,3
11/5/2015,9:07,1,Magna,78%,2,2,5,2,Defeat,,
11/5/2015,9:21,14,nooberz,Defeat,,,,7,100%,3,3
11/5/2015,9:39,7,Mary Grace,Defeat,,,,10,100%,3,3
11/5/2015,10:01,13,Max Jaxer,Defeat,,,,11,100%,3,3
11/5/2015,10:08,5,Sushant Bhagat,100%,3,3,4,6,Defeat,,
11/5/2015,10:11,11,Bhagat,Defeat,,,,8,100%,3,3
11/5/2015,10:27,10,swagness 5,Defeat,,,,8,100%,3,3
11/5/2015,10:40,15,ayu,Defeat,,,,5,100%,3,2
11/5/2015,10:51,5,Sushant Bhagat,Defeat,,,,10,56%,1,1
11/5/2015,10:52,16,Squirrel Nut Z.,100%,3,1,0,11,Defeat,,
11/5/2015,10:57,17,Monstrosity,100%,3,2,0,17,Defeat,,
11/5/2015,10:59,20,stormygirlcat,Defeat,,,,21,100%,3,3
11/5/2015,11:01,18,Thor Monster,100%,3,1,0,25,Defeat,,
11/5/2015,11:11,20,stormygirlcat,Defended,,,,20,38%,0,0
11/5/2015,11:16,1,Magna,100%,3,3,5,4,Defeat,,
11/5/2015,11:16,4,JJ BOSS,Defeat,,,,4,80%,2,2
11/5/2015,11:18,5,Sushant Bhagat,Defended,,,,5,30%,0,0
11/5/2015,11:22,2,dddddd,Defeat,,,,1,100%,3,1
11/5/2015,11:29,4,JJ BOSS,100%,3,2,0,18,Defeat,,
11/5/2015,11:40,21,jjboss2,Defeat,,,,21,100%,3,3
11/5/2015,12:19,8,Alabaster,100%,3,3,4,12,Defeat,,
11/5/2015,12:27,18,Thor Monster,Defeat,,,,12,100%,3,3
11/5/2015,12:32,19,Mouse,100%,3,3,4,13,Defeat,,
11/5/2015,12:43,2,dddddd,100%,3,3,5,5,Defeat,,
11/5/2015,12:56,14,nooberz,13%,0,0,0,13,Defended,,
11/5/2015,14:27,9,Kewal,46%,0,0,0,10,Defended,,
11/5/2015,15:06,12,Ragnarok,100%,3,3,4,14,Defeat,,
11/5/2015,16:01,11,Bhagat,15%,0,0,0,12,Defended,,
11/5/2015,16:22,8,Alabaster,Defeat,,,,9,87%,1,1
11/5/2015,16:34,21,jjboss2,Defended,,,,15,45%,0,0
11/5/2015,16:38,14,nooberz,56%,1,1,3,18,Defeat,,
11/5/2015,17:04,13,Max Jaxer,100%,3,3,4,10,Defeat,,
11/5/2015,17:11,6,bbbbbb,100%,3,3,4,9,Defeat,,
11/5/2015,18:03,15,ayu,36%,0,0,0,18,Defended,,
11/5/2015,18:28,15,ayu,53%,1,1,3,17,Defeat,,
11/5/2015,19:45,4,JJ BOSS,100%,3,3,4,15,Defeat,,
11/5/2015,20:18,7,Mary Grace,92%,2,2,4,11,Defeat,,
11/5/2015,20:46,23,SuperPercyPS,3%,0,0,0,17,Defended,,
11/5/2015,20:54,24,JcCluckin,Defeat,,,,18,100%,3,3
11/5/2015,21:04,2,dddddd,Defeat,,,,3,91%,2,1
11/5/2015,21:15,23,SuperPercyPS,Defeat,,,,18,100%,3,3
11/5/2015,21:31,6,bbbbbb,Defeat,,,,2,100%,3,3
11/5/2015,21:43,21,jjboss2,36%,0,0,0,18,Defended,,
11/5/2015,21:59,20,stormygirlcat,100%,3,3,3,24,Defeat,,
11/5/2015,22:03,15,ayu,Defeat,,,,14,57%,1,1
11/5/2015,22:21,19,Mouse,100%,3,3,3,22,Defeat,,
11/5/2015,22:24,22,The Clasher,Defeat,,,,22,100%,3,3
11/5/2015,22:25,16,Squirrel Nut Z.,100%,3,3,3,19,Defeat,,
11/5/2015,22:30,25,K.C MKHALA,Defeat,,,,15,100%,3,3
11/5/2015,22:36,13,Max Jaxer,100%,3,3,3,16,Defeat,,
11/5/2015,22:38,6,bbbbbb,Defended,,,,6,19%,0,0
11/5/2015,22:44,17,Monstrosity,100%,3,3,3,20,Defeat,,
11/5/2015,22:53,18,Thor Monster,100%,3,3,3,21,Defeat,,
11/5/2015,23:01,3,Go Nudi,Defeat,,,,3,68%,2,2
11/5/2015,23:39,12,Ragnarok,Defeat,,,,12,79%,2,2
11/5/2015,23:40,20,stormygirlcat,100%,3,3,3,23,Defeat,,
11/5/2015,1:00:13,24,JcCluckin,11%,0,0,0,23,Defended,,
11/5/2015,1:00:14,24,JcCluckin,0%,0,0,0,24,Defended,,
11/5/2015,1:00:24,9,Kewal,Defeat,,,,9,100%,3,3
11/5/2015,1:00:28,21,jjboss2,75%,2,2,3,25,Defeat,,
11/5/2015,1:00:34,2,dddddd,Defeat,,,,2,70%,1,1
11/5/2015,1:00:38,25,K.C MKHALA,Defended,,,,19,14%,0,0
11/9/2015,0:01,2,dddddd,100%,3,3,4,15,Defeat,,
11/9/2015,0:15,3,Go Nudi,100%,3,3,4,12,Defeat,,
11/9/2015,0:33,5,F'lar,Defeat,,,,2,100%,3,3
11/9/2015,0:44,17,Squirrel Nut Z.,100%,3,3,2,27,Defeat,,
11/9/2015,1:13,1,Magna,44%,0,0,0,2,Defended,,
11/9/2015,2:51,9,Alabaster,Defeat,,,,7,63%,1,1
11/9/2015,3:00,6,bbbbbb,100%,3,3,4,11,Defeat,,
11/9/2015,3:24,2,dddddd,47%,1,1,5,4,Defeat,,
11/9/2015,3:58,4,Sushant Bhagat,Defeat,,,,4,100%,3,3
11/9/2015,4:33,14,Ragnarok,78%,2,2,2,26,Defeat,,
11/9/2015,4:55,19,Monstrosity,Defeat,,,,23,55%,1,0
11/9/2015,4:57,3,Go Nudi,100%,3,3,4,7,Defeat,,
11/9/2015,5:01,11,nooberz,29%,0,0,0,15,Defended,,
11/9/2015,5:10,20,Thor Monster,Defended,,,,23,0%,0,0
11/9/2015,5:29,21,Javier,Defeat,,,,25,100%,3,1
11/9/2015,6:10,1,Magna,100%,3,3,5,3,Defeat,,
11/9/2015,6:15,9,Alabaster,38%,0,0,0,15,Defended,,
11/9/2015,7:02,25,jjboss2,Defended,,,,26,25%,0,0
11/9/2015,7:05,7,Mary Grace,100%,3,3,2,30,Defeat,,
11/9/2015,8:39,17,Squirrel Nut Z.,Defeat,,,,30,100%,3,3
11/9/2015,10:22,8,Pat,Defended,,,,8,36%,0,0
11/9/2015,10:53,10,Kewal,100%,3,0,0,14,Defeat,,
11/9/2015,11:10,12,swagness 5,9%,0,0,0,26,Defended,,
11/9/2015,11:18,12,swagness 5,100%,3,3,3,24,Defeat,,
11/9/2015,11:36,18,Mouse,100%,3,3,4,14,Defeat,,
11/9/2015,11:52,15,Max Jaxer,100%,3,3,3,16,Defeat,,
11/9/2015,12:00,26,Peter,Defeat,,,,29,100%,3,3
11/9/2015,12:09,3,Go Nudi,Defeat,,,,4,100%,3,3
11/9/2015,12:12,4,Sushant Bhagat,100%,3,3,4,6,Defeat,,
11/9/2015,12:41,6,bbbbbb,99%,2,2,4,8,Defeat,,
11/9/2015,12:52,1,Magna,Defeat,,,,1,78%,1,1
11/9/2015,13:00,13,BHagat,Defeat,,,,15,100%,3,3
11/9/2015,13:08,30,K.C MKHALA,Defeat,,,,14,100%,3,3
11/9/2015,13:11,26,Peter,Defeat,,,,14,100%,3,3
11/9/2015,13:15,20,Thor Monster,100%,3,3,3,25,Defeat,,
11/9/2015,13:18,10,Kewal,Defeat,,,,7,100%,3,2
11/9/2015,13:20,4,Sushant Bhagat,100%,3,3,5,5,Defeat,,
11/9/2015,13:33,29,SuperPercyPS,0%,0,0,0,29,Defended,,
11/9/2015,13:36,15,Max Jaxer,Defeat,,,,15,100%,3,3
11/9/2015,13:44,9,Alabaster,100%,3,3,4,13,Defeat,,
11/9/2015,13:49,22,stormygirlcat,49%,0,0,0,26,Defended,,
11/9/2015,13:58,22,stormygirlcat,Defeat,,,,25,67%,2,1
11/9/2015,14:08,20,Thor Monster,Defeat,,,,10,64%,1,1
11/9/2015,14:15,5,F'lar,56%,2,2,4,9,Defeat,,
11/9/2015,14:32,10,Kewal,Defeat,,,,10,54%,1,1
11/9/2015,14:38,14,Ragnarok,Defeat,,,,30,100%,3,3
11/9/2015,15:06,23,Penwing,Defeat,,,,13,100%,3,3
11/9/2015,15:29,11,nooberz,Defeat,,,,11,100%,3,3
11/9/2015,15:47,24,aikho,18%,0,0,0,29,Defended,,
11/9/2015,15:47,23,Penwing,Defended,,,,16,28%,0,0
11/9/2015,15:52,19,Monstrosity,100%,3,3,3,19,Defeat,,
11/9/2015,15:52,12,swagness 5,Defeat,,,,11,96%,2,2
11/9/2015,16:01,7,Mary Grace,64%,2,2,4,10,Defeat,,
11/9/2015,16:05,15,Max Jaxer,100%,3,3,3,18,Defeat,,
11/9/2015,16:15,17,Squirrel Nut Z.,100%,3,3,3,20,Defeat,,
11/9/2015,16:15,22,stormygirlcat,Defeat,,,,17,48%,1,1
11/9/2015,16:28,23,Penwing,Defended,,,,20,48%,0,0
11/9/2015,16:33,20,Thor Monster,100%,3,3,3,23,Defeat,,
11/9/2015,16:35,14,Ragnarok,Defended,,,,17,36%,0,0
11/9/2015,16:40,5,F'lar,45%,0,0,0,8,Defended,,
11/9/2015,17:05,19,Monstrosity,100%,3,3,3,22,Defeat,,
11/9/2015,17:24,24,aikho,6%,0,0,0,30,Defended,,
11/9/2015,17:29,20,Thor Monster,Defended,,,,13,8%,0,0
11/9/2015,17:31,9,Alabaster,Defeat,,,,8,78%,1,1
11/9/2015,17:47,18,Mouse,Defeat,,,,12,55%,1,1
11/9/2015,17:49,19,Monstrosity,Defeat,,,,16,68%,1,1
11/9/2015,18:25,26,Peter,Defended,,,,22,19%,0,0
11/9/2015,18:26,22,stormygirlcat,Defended,,,,6,42%,0,0
11/9/2015,18:32,18,Mouse,100%,3,3,3,21,Defeat,,
11/9/2015,18:32,10,Kewal,32%,0,0,0,18,Defended,,
11/9/2015,19:29,23,Penwing,Defended,,,,21,39%,0,0
11/9/2015,19:35,11,nooberz,20%,0,0,0,14,Defended,,
11/9/2015,19:40,6,bbbbbb,Defeat,,,,5,90%,2,2
11/9/2015,19:47,17,Squirrel Nut Z.,Defended,,,,9,45%,0,0
11/9/2015,19:50,7,Mary Grace,Defeat,,,,19,13%,1,1
11/9/2015,19:53,14,Ragnarok,58%,1,1,3,17,Defeat,,
11/9/2015,20:33,25,jjboss2,Defeat,,,,21,100%,3,1
11/9/2015,20:56,24,aikho,Defeat,,,,18,91%,2,2
11/9/2015,21:26,3,Go Nudi,Defended,,,,3,0%,0,0
11/9/2015,21:40,5,F'lar,Defended,,,,5,0%,0,0
11/9/2015,21:51,20,Thor Monster,Defended,,,,6,16%,0,0
11/9/2015,22:00,10,Kewal,Defended,,,,19,24%,0,0
11/9/2015,22:06,16,ayu,Defeat,,,,9,84%,2,2
11/9/2015,22:13,29,SuperPercyPS,Defeat,,,,27,100%,3,3
11/9/2015,22:33,22,stormygirlcat,42%,0,0,0,25,Defended,,
11/9/2015,23:05,29,SuperPercyPS,Defended,,,,26,25%,0,0
11/9/2015,23:05,28,JcCluckin,Defeat,,,,28,100%,3,3
11/9/2015,23:41,26,Peter,Defended,,,,18,19%,0,0
11/9/2015,23:43,26,Peter,28%,0,0,0,24,Defended,,
11/9/2015,23:46,28,JcCluckin,9%,0,0,0,30,Defended,,
11/9/2015,23:47,25,jjboss2,Defeat,,,,29,94%,2,2
11/9/2015,23:48,12,swagness 5,Defended,,,,12,49%,0,0
11/9/2015,23:52,21,Javier,Defeat,,,,20,80%,2,2
11/9/2015,23:52,28,JcCluckin,28%,0,0,0,24,Defended,,
11/9/2015,23:54,26,Peter,34%,0,0,0,30,Defended,,
11/9/2015,23:55,27,The Clasher,Defeat,,,,28,100%,3,3
11/9/2015,23:57,25,jjboss2,Defended,,,,27,11%,0,0
11/9/2015,23:57,29,SuperPercyPS,17%,0,0,0,30,Defended,,
11/12/2015,0:17,3,dddddd,59%,1,1,5,2,Defeat,,
11/12/2015,0:24,3,dddddd,Defeat,,,,4,50%,1,0
11/12/2015,0:27,23,JcCluckin,26%,0,0,0,23,Defended,,
11/12/2015,0:31,2,Austin,Defeat,,,,5,45%,1,0
11/12/2015,0:38,11,Kewal,55%,1,0,0,13,Defeat,,
11/12/2015,2:48,3,dddddd,44%,0,0,0,3,Defended,,
11/12/2015,2:58,6,F'lar,Defended,,,,11,40%,0,0
11/12/2015,3:50,4,Go Nudi,44%,0,0,0,3,Defended,,
11/12/2015,4:44,22,Peter,18%,0,0,0,23,Defended,,
11/12/2015,5:45,22,Peter,Defeat,,,,16,100%,3,0
11/12/2015,5:59,4,Go Nudi,48%,0,0,0,5,Defended,,
11/12/2015,6:31,10,Alabaster,100%,3,3,3,24,Defeat,,
11/12/2015,6:33,25,wiz khalifa,Defeat,,,,16,100%,3,0
11/12/2015,6:44,2,Austin,85%,1,1,5,5,Defeat,,
11/12/2015,7:40,10,Alabaster,58%,1,1,4,13,Defeat,,
11/12/2015,7:53,24,SuperPercyPS,0%,0,0,0,25,Defended,,
11/12/2015,7:57,15,ayu,Defeat,,,,14,100%,3,0
11/12/2015,8:04,19,Thor Monster,Defeat,,,,13,100%,3,2
11/12/2015,8:30,22,Peter,16%,0,0,0,25,Defended,,
11/12/2015,8:46,12,nooberz,Defeat,,,,9,100%,3,3
11/12/2015,9:31,16,Squirrel Nut Z.,Defeat,,,,4,100%,3,1
11/12/2015,9:38,7,bbbbbb,100%,3,3,4,8,Defeat,,
11/12/2015,9:54,16,Squirrel Nut Z.,86%,2,2,4,14,Defeat,,
11/12/2015,10:00,14,Max Jaxer,100%,3,3,4,15,Defeat,,
11/12/2015,10:05,18,Mouse,93%,2,0,0,16,Defeat,,
11/12/2015,10:09,17,Monstrosity,67%,2,2,3,16,Defeat,,
11/12/2015,10:13,2,Austin,Defeat,,,,3,70%,1,0
11/12/2015,10:35,10,Alabaster,Defeat,,,,2,100%,3,3
11/12/2015,10:39,11,Kewal,Defeat,,,,7,100%,3,2
11/12/2015,10:52,12,nooberz,45%,0,0,0,24,Defended,,
11/12/2015,11:34,12,nooberz,52%,1,1,3,23,Defeat,,
11/12/2015,13:07,11,Kewal,74%,1,1,4,11,Defeat,,
11/12/2015,13:17,13,Ragnarok,29%,0,0,0,16,Defended,,
11/12/2015,14:32,16,Squirrel Nut Z.,Defeat,,,,20,53%,1,0
11/12/2015,15:38,11,Kewal,Defeat,,,,15,58%,1,0
11/12/2015,15:57,3,dddddd,Defeat,,,,2,72%,2,2
11/12/2015,16:17,11,Kewal,Defeat,,,,9,63%,1,1
11/12/2015,16:38,25,wiz khalifa,Defeat,,,,23,100%,3,3
11/12/2015,16:36,17,Monstrosity,Defeat,,,,20,100%,3,3
11/12/2015,16:45,20,stormygirlcat,Defeat,,,,23,100%,3,3
11/12/2015,17:45,25,wiz khalifa,Defended,,,,19,0%,0,0
11/12/2015,17:47,20,stormygirlcat,Defended,,,,19,0%,0,0
11/12/2015,17:59,8,Mary Grace,100%,3,3,4,10,Defeat,,
11/12/2015,18:04,21,aikho,Defeat,,,,24,100%,3,3
11/12/2015,18:50,19,Thor Monster,100%,3,3,3,18,Defeat,,
11/12/2015,18:57,14,Max Jaxer,100%,3,3,3,17,Defeat,,
11/12/2015,19:07,19,Thor Monster,Defeat,,,,10,58%,1,1
11/12/2015,19:08,16,Squirrel Nut Z.,Defeat,,,,17,98%,2,2
11/12/2015,19:08,5,Sushant Bhagat,100%,3,3,4,7,Defeat,,
11/12/2015,19:23,9,Robertjk123,Defeat,,,,8,100%,3,3
11/12/2015,19:28,22,Peter,Defeat,,,,25,100%,3,3
11/12/2015,19:32,14,Max Jaxer,Defeat,,,,11,100%,3,1
11/12/2015,19:43,13,Ragnarok,Defeat,,,,13,100%,3,3
11/12/2015,20:10,6,F'lar,32%,0,0,0,10,Defended,,
11/12/2015,20:10,7,bbbbbb,Defeat,,,,6,100%,3,3
11/12/2015,10:14,5,Sushant Bhagat,100%,3,3,4,6,Defeat,,
11/12/2015,20:20,1,Magna,99%,2,2,5,4,Defeat,,
11/12/2015,20:22,2,Austin,Defeat,,,,1,100%,3,3
11/12/2015,20:37,14,Max Jaxer,Defeat,,,,14,88%,2,2
11/12/2015,21:14,8,Mary Grace,Defeat,,,,7,100%,3,3
11/12/2015,21:23,6,F'lar,84%,2,2,4,9,Defeat,,
11/12/2015,21:25,24,SuperPercyPS,Defeat,,,,24,100%,3,3
11/12/2015,21:29,20,stormygirlcat,31%,0,0,0,24,Defended,,
11/12/2015,21:38,19,Thor Monster,100%,3,3,3,22,Defeat,,
11/12/2015,21:42,15,ayu,35%,0,0,0,23,Defended,,
11/12/2015,21:53,17,Monstrosity,Defended,,,,17,30%,0,0
11/12/2015,21:56,17,Monstrosity,100%,3,3,3,20,Defeat,,
11/12/2015,22:00,15,ayu,Defeat,,,,15,100%,3,3
11/12/2015,22:02,8,Mary Grace,100%,3,3,4,12,Defeat,,
11/12/2015,22:03,18,Mouse,100%,3,3,3,21,Defeat,,
11/12/2015,22:04,1,Magna,Defeat,,,,1,57%,2,2
11/12/2015,22:05,15,ayu,23%,0,0,0,24,Defended,,
11/12/2015,22:22,18,Mouse,Defeat,,,,10,100%,3,3
11/12/2015,22:22,23,JcCluckin,Defeat,,,,25,100%,3,3
11/12/2015,22:26,16,Squirrel Nut Z.,100%,3,3,3,19,Defeat,,
11/12/2015,22:29,6,F'lar,Defeat,,,,6,100%,3,3
11/12/2015,22:37,5,Sushant Bhagat,Defeat,,,,5,100%,3,3
11/12/2015,22:47,20,stormygirlcat,46%,0,0,0,23,Defended,,
11/12/2015,22:48,23,JcCluckin,74%,1,1,3,25,Defeat,,
11/12/2015,22:50,4,Go Nudi,Defeat,,,,3,100%,3,3
11/16/2015,0:56,4,Alabaster,Defeat,,,,3,71%,1,1
11/16/2015,2:23,1,Go Nudi,100%,3,3,5,2,Defeat,,
11/16/2015,2:37,15,SuperPercyPS,Defeat,,,,9,100%,3,3
11/16/2015,3:06,15,SuperPercyPS,0%,0,0,0,2,Defended,,
11/16/2015,4:25,12,stormygirlcat,Defended,,,,8,37%,0,0
11/16/2015,8:48,12,stormygirlcat,Defended,,,,7,17%,0,0
11/16/2015,8:52,11,Thor Monster,Defended,,,,7,16%,0,0
11/16/2015,9:24,4,Alabaster,100%,3,2,0,6,Defeat,,
11/16/2015,10:52,6,nooberz,54%,1,0,0,6,Defeat,,
11/16/2015,11:13,14,JcCluckin,23%,0,0,0,8,Defended,,
11/16/2015,11:27,4,Alabaster,100%,3,1,0,7,Defeat,,
11/16/2015,11:37,14,JcCluckin,100%,3,2,0,15,Defeat,,
11/16/2015,15:19,7,Max Jaxer,88%,1,0,0,8,Defeat,,
11/16/2015,16:17,5,Kewal,100%,3,0,0,5,Defeat,,
11/16/2015,16:39,2,Mary Grace,67%,1,1,5,3,Defeat,,
11/16/2015,17:11,8,Squirrel Nut Z.,100%,3,3,5,5,Defeat,,
11/16/2015,17:15,9,Monstrosity,55%,2,0,0,8,Defeat,,
11/16/2015,17:29,11,Thor Monster,85%,2,2,4,8,Defeat,,
11/16/2015,18:10,6,nooberz,57%,2,2,4,7,Defeat,,
11/16/2015,19:04,11,Thor Monster,100%,3,3,4,11,Defeat,,
11/16/2015,20:39,15,SuperPercyPS,59%,1,1,4,15,Defeat,,
11/16/2015,21:15,7,Max Jaxer,100%,3,3,4,9,Defeat,,
11/16/2015,21:16,12,stormygirlcat,100%,3,3,4,13,Defeat,,
11/16/2015,21:27,8,Squirrel Nut Z.,100%,3,3,4,10,Defeat,,
11/16/2015,21:32,9,Monstrosity,100%,3,3,4,12,Defeat,,
11/16/2015,21:34,2,Mary Grace,100%,3,3,5,4,Defeat,,
11/16/2015,22:32,12,stormygirlcat,100%,3,3,4,14,Defeat,,
11/16/2015,22:42,3,Robertjk123,71%,1,1,4,6,Defeat,,